Id,SceneRoadType,Note,Content
2202,,,CoinProp^-16.5* -0.7* 33.8^^^|CoinProp^-16.5* -0.7* 39.8^^^|CoinProp^-16.5* -0.7* 45.8^^^|CoinProp^-16.5* -0.7* 51.8^^^|CoinProp^-16.5* -0.7* 57.8^^^|NormalCar3^17.0* 0.0* 94.7^^^|RandomProp^-8.1* 0.0* 144.3^^^0&0|RandomProp^0.0* 0.0* 144.3^^^0&0|RandomProp^8.3* 0.0* 144.3^^^0&0|RandomProp^16.4* 0.0* 144.3^^^0&0|RandomProp^-16.3* 0.0* 144.3^^^0&0|NormalCar8^-16.8* 0.0* 170.9^^^|ColorEggProp^-8.6* 0.0* 187.8^^^|CoinProp^-8.4* -0.7* 207.6^^^|CoinProp^-8.4* -0.7* 213.6^^^|CoinProp^-8.4* -0.7* 219.6^^^|CoinProp^-8.4* -0.7* 225.6^^^|CoinProp^-8.4* -0.7* 231.6^^^|NormalCar1^0.0* 0.0* 270.0^^^|CoinProp^-8.7* -0.7* 367.1^^^|CoinProp^-8.7* -0.7* 373.1^^^|CoinProp^-8.7* -0.7* 379.1^^^|CoinProp^-8.7* -0.7* 385.1^^^|CoinProp^-8.7* -0.7* 391.1^^^|NormalCar3^-16.8* 0.0* 432.9^^^|NormalCar5^8.5* 0.0* 439.7^^^|CoinProp^8.8* -0.7* 490.3^^^|CoinProp^8.8* -0.7* 496.3^^^|CoinProp^8.8* -0.7* 502.3^^^|CoinProp^8.8* -0.7* 508.3^^^|CoinProp^8.8* -0.7* 514.3^^^|NormalCar5^-16.8* 0.0* 567.7^^^|NormalCar10^0.0* 0.0* 574.7^^^|CoinProp^-17.1* -0.8* 601.8^^^|CoinProp^-17.1* -0.8* 607.8^^^|CoinProp^-17.1* -0.8* 613.8^^^|CoinProp^-17.1* -0.8* 619.8^^^|CoinProp^-17.1* -0.8* 625.8^^^|CoinBigProp^-17.1* -1.0* 636.8^^^
2203,,,CoinProp^-8.4* -0.8* 35.5^^^|CoinProp^-8.4* -0.8* 41.5^^^|CoinProp^-8.4* -0.8* 47.5^^^|CoinProp^-8.4* -0.8* 53.5^^^|CoinProp^-8.4* -0.8* 59.5^^^|NormalCar5^-16.5* 0.0* 103.4^^^|RandomProp^-16.2* 0.0* 131.5^^^0&0|RandomProp^-8.0* 0.0* 131.5^^^0&0|RandomProp^0.0* 0.0* 131.5^^^0&0|RandomProp^7.7* 0.0* 131.5^^^0&0|RandomProp^16.3* 0.0* 131.5^^^0&0|NormalCar3^0.0* 0.0* 171.3^^^|CoinProp^-16.8* -0.8* 196.4^^^|CoinProp^-16.8* -0.8* 202.4^^^|CoinProp^-16.8* -0.8* 208.4^^^|CoinProp^-16.8* -0.8* 214.4^^^|CoinProp^-16.8* -0.8* 220.4^^^|ColorEggProp^0.0* 0.0* 235.9^^^|NormalCar6^-8.6* 0.0* 280.7^^^|NormalCar10^9.0* 0.0* 288.1^^^|NormalCar7^17.1* 0.0* 375.0^^^|CoinProp^-8.5* -0.7* 386.2^^^|CoinProp^-8.5* -0.7* 392.2^^^|CoinProp^-8.5* -0.7* 398.2^^^|CoinProp^-8.5* -0.7* 404.2^^^|CoinProp^-8.5* -0.7* 410.2^^^|CoinProp^0.0* -0.7* 440.4^^^|CoinProp^0.0* -0.7* 446.4^^^|CoinProp^0.0* -0.7* 452.4^^^|CoinProp^0.0* -0.7* 458.4^^^|CoinProp^0.0* -0.7* 464.4^^^|NormalCar8^9.0* 0.0* 482.2^^^|NormalCar1^-16.6* 0.0* 530.0^^^|CoinProp^-8.5* -0.7* 584.6^^^|CoinProp^-8.5* -0.7* 590.6^^^|CoinProp^-8.5* -0.7* 596.6^^^|CoinProp^-8.5* -0.7* 602.6^^^|CoinProp^-8.5* -0.7* 608.6^^^
2301,,,CoinProp^-8.9* -0.7* 43.3^^^|CoinProp^-8.9* -0.7* 49.3^^^|CoinProp^-8.9* -0.7* 55.3^^^|NormalCar5^8.5* 0.0* 59.7^^^|CoinProp^-8.9* -0.7* 61.3^^^|CoinProp^-8.9* -0.7* 67.3^^^|RandomProp^-8.7* 0.0* 87.8^^^0&0|RandomProp^0.0* 0.0* 87.8^^^0&0|RandomProp^8.2* 0.0* 87.8^^^0&0|RandomProp^16.5* 0.0* 87.8^^^0&0|RandomProp^-16.8* 0.0* 87.8^^^0&0|CoinProp^0.0* -0.7* 115.9^^^|CoinProp^0.0* -0.7* 121.9^^^|CoinProp^0.0* -0.7* 127.9^^^|CoinProp^0.0* -0.7* 133.9^^^|NormalCar7^-8.6* 0.0* 134.8^^^|NormalCar10^16.9* 0.0* 134.8^^^|CoinProp^0.0* -0.7* 139.9^^^|CoinProp^7.9* -0.7* 215.4^^^|NormalCar3^-17.0* 0.0* 221.2^^^|CoinProp^7.9* -0.7* 221.4^^^|CoinProp^7.9* -0.7* 227.4^^^|CoinProp^7.9* -0.7* 233.4^^^|CoinProp^7.9* -0.7* 239.4^^^|NormalCar1^-8.7* 0.0* 320.3^^^
2302,,,CoinProp^0.0* -0.7* 43.8^^^|CoinProp^0.0* -0.7* 49.8^^^|CoinProp^0.0* -0.7* 55.8^^^|CoinProp^0.0* -0.7* 61.8^^^|CoinProp^0.0* -0.7* 67.8^^^|NormalCar3^17.1* 0.0* 96.6^^^|RandomProp^0.0* 0.0* 152.9^^^0&0|RandomProp^8.8* 0.0* 152.9^^^0&0|RandomProp^16.4* 0.0* 152.9^^^0&0|RandomProp^-16.4* 0.0* 152.9^^^0&0|RandomProp^-8.3* 0.0* 152.9^^^0&0|CoinProp^-17.0* -0.7* 204.8^^^|CoinProp^-17.0* -0.7* 210.8^^^|CoinProp^-17.0* -0.7* 216.8^^^|ColorEggProp^8.7* 0.0* 218.0^^^|CoinProp^-17.0* -0.7* 222.8^^^|CoinProp^-17.0* -0.7* 228.8^^^|NormalCar1^-8.8* 0.0* 265.2^^^|CoinProp^-7.9* -0.7* 313.2^^^|CoinProp^-7.9* -0.7* 319.2^^^|CoinProp^-7.9* -0.7* 325.2^^^|NormalCar7^17.0* 0.0* 325.6^^^|CoinProp^-7.9* -0.7* 331.2^^^|CoinProp^-7.9* -0.7* 337.2^^^|NormalCar5^-8.6* 0.0* 373.7^^^|CoinProp^16.9* -0.7* 451.0^^^|CoinProp^16.9* -0.7* 457.0^^^|CoinProp^16.9* -0.7* 463.0^^^|CoinProp^16.9* -0.7* 469.0^^^|NormalCar10^0.1* 0.0* 474.1^^^|CoinProp^16.9* -0.7* 475.0^^^|CoinProp^0.3* -0.7* 560.7^^^|CoinProp^0.3* -0.7* 566.7^^^|CoinProp^0.3* -0.7* 572.7^^^|CoinProp^0.3* -0.7* 578.7^^^|CoinProp^0.3* -0.7* 584.7^^^
2303,,,CoinProp^-8.6* -0.7* 47.1^^^|CoinProp^-8.6* -0.7* 53.1^^^|CoinProp^-8.6* -0.7* 59.1^^^|CoinProp^-8.6* -0.7* 65.1^^^|CoinProp^-8.6* -0.7* 71.1^^^|NormalCar3^17.0* 0.0* 98.9^^^|RandomProp^-8.6* 0.0* 127.7^^^0&0|RandomProp^0.0* 0.0* 127.7^^^0&0|RandomProp^8.2* 0.0* 127.7^^^0&0|RandomProp^16.9* 0.0* 127.7^^^0&0|RandomProp^-16.1* 0.0* 127.7^^^0&0|CoinProp^17.1* -0.8* 170.5^^^|CoinProp^17.1* -0.8* 176.5^^^|CoinProp^17.1* -0.8* 182.5^^^|CoinProp^17.1* -0.8* 188.5^^^|CoinProp^17.1* -0.8* 194.5^^^|NormalCar10^-8.3* 0.0* 209.2^^^|CoinProp^9.1* -0.8* 250.5^^^|CoinProp^9.1* -0.8* 256.5^^^|CoinProp^9.1* -0.8* 262.5^^^|CoinProp^9.1* -0.8* 268.5^^^|CoinProp^9.1* -0.8* 274.5^^^|ColorEggProp^0.1* 0.0* 289.4^^^|NormalCar5^8.7* 0.0* 326.1^^^|CoinProp^-8.8* -0.8* 386.4^^^|CoinProp^-8.8* -0.8* 392.4^^^|CoinProp^-8.8* -0.8* 398.4^^^|CoinProp^-8.8* -0.8* 404.4^^^|CoinProp^-8.8* -0.8* 410.4^^^|NormalCar1^-17.0* 0.0* 432.6^^^|NormalCar6^8.7* 0.0* 469.7^^^|NormalCar7^16.9* 0.0* 537.3^^^|NormalCar8^-17.2* 0.0* 537.3^^^|CoinProp^0.3* -0.7* 548.3^^^|CoinProp^0.3* -0.7* 554.3^^^|CoinProp^0.3* -0.7* 560.3^^^|CoinProp^0.3* -0.7* 566.3^^^|CoinProp^0.3* -0.7* 572.3^^^
2304,,,CoinProp^-8.2* -0.7* 45.3^^^|CoinProp^-8.2* -0.7* 51.3^^^|CoinProp^-8.2* -0.7* 57.3^^^|CoinProp^-8.2* -0.7* 63.3^^^|CoinProp^-8.2* -0.7* 69.3^^^|RandomProp^-16.4* 0.0* 94.3^^^0&0|RandomProp^-8.5* 0.0* 94.3^^^0&0|RandomProp^0.0* 0.0* 94.3^^^0&0|RandomProp^8.6* 0.0* 94.3^^^0&0|RandomProp^16.8* 0.0* 94.3^^^0&0|NormalCar3^17.2* 0.0* 120.8^^^|NormalCar5^-8.3* 0.0* 137.3^^^|CoinProp^-16.5* -0.7* 145.1^^^|CoinProp^-16.5* -0.7* 151.1^^^|CoinProp^-16.5* -0.7* 157.1^^^|CoinProp^-16.5* -0.7* 163.1^^^|CoinProp^-16.5* -0.7* 169.1^^^|NormalCar7^-16.9* 0.0* 245.6^^^|CoinProp^-8.7* -0.7* 268.7^^^|CoinProp^-8.7* -0.7* 274.7^^^|CoinProp^-8.7* -0.7* 280.7^^^|CoinProp^-8.7* -0.7* 286.7^^^|CoinProp^-8.7* -0.7* 292.7^^^|NormalCar1^8.5* 0.0* 358.1^^^|NormalCar10^-16.9* 0.0* 367.2^^^|CoinProp^0.3* -0.7* 413.0^^^|CoinProp^0.3* -0.7* 419.0^^^|CoinProp^0.3* -0.7* 425.0^^^|CoinProp^0.3* -0.7* 431.0^^^|CoinProp^0.3* -0.7* 437.0^^^
2401,,,CoinProp^0.0* -0.8* 41.3^^^|CoinProp^0.0* -0.8* 47.3^^^|CoinProp^0.0* -0.8* 53.3^^^|CoinProp^0.0* -0.8* 59.3^^^|CoinProp^0.0* -0.8* 65.3^^^|CoinBigProp^0.0* -1.0* 76.3^^^|RandomProp^0.0* 0.0* 116.2^^^0&0|RandomProp^8.3* 0.0* 134.3^^^0&0|RandomProp^-8.7* 0.0* 134.6^^^0&0|RandomProp^-16.2* 0.0* 156.0^^^0&0|RandomProp^16.7* 0.0* 156.2^^^0&0|CoinProp^-8.7* -0.7* 173.1^^^|CoinProp^-8.7* -0.7* 179.1^^^|CoinProp^-8.7* -0.7* 185.1^^^|CoinProp^-8.7* -0.7* 191.1^^^|CoinProp^-8.7* -0.7* 197.1^^^|NormalCar3^8.6* 0.0* 235.9^^^|NormalCar8^-16.9* 0.0* 289.1^^^|NormalCar5^0.0* 0.0* 356.7^^^|CoinProp^8.8* -0.8* 405.4^^^|CoinProp^8.8* -0.8* 411.4^^^|CoinProp^8.8* -0.8* 417.4^^^|NormalCar7^-7.8* 0.0* 421.7^^^|CoinProp^8.8* -0.8* 423.4^^^|CoinProp^8.8* -0.8* 429.4^^^|NormalCar1^17.1* 0.0* 484.1^^^|NormalCar6^-16.8* 0.0* 587.1^^^|CoinProp^-8.7* -0.8* 603.2^^^|CoinProp^-8.7* -0.8* 609.2^^^|CoinProp^-8.7* -0.8* 615.2^^^|CoinProp^-8.7* -0.8* 621.2^^^|CoinProp^-8.7* -0.8* 627.2^^^|NormalCar10^8.8* 0.0* 646.4^^^|CoinProp^0.1* -0.8* 665.3^^^|CoinProp^0.1* -0.8* 671.3^^^|CoinProp^0.1* -0.8* 677.3^^^|CoinProp^0.1* -0.8* 683.3^^^|CoinProp^0.1* -0.8* 689.3^^^|CoinBigProp^0.1* -1.0* 700.3^^^
2402,,,CoinProp^-0.1* -0.7* 42.8^^^|CoinProp^-0.1* -0.7* 48.8^^^|CoinProp^-0.1* -0.7* 54.8^^^|CoinProp^-0.1* -0.7* 60.8^^^|CoinProp^-0.1* -0.7* 66.8^^^|NormalCar3^-16.8* 0.0* 124.8^^^|CoinProp^0.0* -0.7* 151.7^^^|CoinProp^0.0* -0.7* 157.7^^^|CoinProp^0.0* -0.7* 163.7^^^|NormalCar10^8.3* 0.0* 167.2^^^|CoinProp^0.0* -0.7* 169.7^^^|CoinProp^0.0* -0.7* 175.7^^^|RandomProp^-8.8* 0.0* 207.9^^^0&0|RandomProp^0.0* 0.0* 207.9^^^0&0|RandomProp^8.3* 0.0* 207.9^^^0&0|RandomProp^16.2* 0.0* 207.9^^^0&0|RandomProp^-17.1* 0.0* 207.9^^^0&0|NormalCar8^-8.7* 0.0* 237.7^^^|CoinProp^-16.4* -0.8* 266.6^^^|CoinProp^-16.4* -0.8* 272.6^^^|CoinProp^-16.4* -0.8* 278.6^^^|CoinProp^-16.4* -0.8* 284.6^^^|NormalCar1^8.3* 0.0* 288.0^^^|CoinProp^-16.4* -0.8* 290.6^^^|CoinBigProp^-16.4* -1.0* 301.6^^^|ColorEggProp^8.8* 0.0* 304.3^^^|NormalCar1^-17.3* 0.0* 347.9^^^|NormalCar5^16.6* 0.0* 397.1^^^|NormalCar3^-0.1* 0.0* 433.4^^^|CoinProp^8.8* -0.7* 450.6^^^|CoinProp^-16.6* -0.7* 450.6^^^|CoinProp^-16.6* -0.7* 456.6^^^|CoinProp^8.8* -0.7* 456.6^^^|CoinProp^8.8* -0.7* 462.6^^^|CoinProp^-16.6* -0.7* 462.6^^^|CoinProp^8.8* -0.7* 468.6^^^|CoinProp^-16.6* -0.7* 468.6^^^|CoinProp^8.8* -0.7* 474.6^^^|CoinProp^-16.6* -0.7* 474.6^^^
2403,,,CoinProp^0.4* -0.7* 44.8^^^|CoinProp^0.4* -0.7* 50.8^^^|CoinProp^0.4* -0.7* 56.8^^^|CoinProp^0.4* -0.7* 62.8^^^|CoinProp^0.4* -0.7* 68.8^^^|NormalCar10^17.0* 0.0* 106.2^^^|RandomProp^0.0* 0.0* 149.5^^^0&0|RandomProp^8.2* 0.0* 149.5^^^0&0|RandomProp^16.7* 0.0* 149.5^^^0&0|RandomProp^-16.4* 0.0* 149.5^^^0&0|RandomProp^-8.7* 0.0* 149.5^^^0&0|CoinProp^-8.4* -0.7* 200.3^^^|CoinProp^-8.4* -0.7* 206.3^^^|NormalCar1^8.5* 0.0* 208.1^^^|CoinProp^-8.4* -0.7* 212.3^^^|CoinProp^-8.4* -0.7* 218.3^^^|CoinProp^-8.4* -0.7* 224.3^^^|NormalCar5^0.0* 0.0* 277.1^^^|ColorEggProp^-8.6* 0.0* 309.3^^^|NormalCar7^-16.5* 0.0* 349.6^^^|CoinProp^-8.7* -0.7* 369.6^^^|CoinProp^-8.7* -0.7* 375.6^^^|CoinProp^-8.7* -0.7* 381.6^^^|CoinProp^-8.7* -0.7* 387.6^^^|CoinProp^-8.7* -0.7* 393.6^^^|NormalCar8^8.5* 0.0* 437.5^^^|NormalCar3^-8.5* 0.0* 498.6^^^|CoinProp^-0.3* -0.7* 544.7^^^|CoinProp^-0.3* -0.7* 550.7^^^|CoinProp^-0.3* -0.7* 556.7^^^|CoinProp^-0.3* -0.7* 562.7^^^|CoinProp^-0.3* -0.7* 568.7^^^|CoinProp^17.4* -0.7* 668.1^^^|CoinProp^17.4* -0.7* 674.1^^^|CoinProp^17.4* -0.7* 680.1^^^|CoinProp^17.4* -0.7* 686.1^^^|CoinProp^17.4* -0.7* 692.1^^^
2404,,,CoinProp^-8.2* -0.8* 32.9^^^|CoinProp^-8.2* -0.8* 38.9^^^|CoinProp^-8.2* -0.8* 44.9^^^|CoinProp^-8.2* -0.8* 50.9^^^|CoinProp^-8.2* -0.8* 56.9^^^|CoinBigProp^-8.2* -1.0* 67.9^^^|NormalCar5^-8.6* 0.0* 109.4^^^|RandomProp^-8.2* 0.0* 138.8^^^0&0|RandomProp^0.0* 0.0* 138.8^^^0&0|RandomProp^8.3* 0.0* 138.8^^^0&0|RandomProp^16.5* 0.0* 138.8^^^0&0|RandomProp^-15.8* 0.0* 138.8^^^0&0|CoinProp^-16.5* -0.7* 158.2^^^|CoinProp^-16.5* -0.7* 164.2^^^|CoinProp^-16.5* -0.7* 170.2^^^|CoinProp^-16.5* -0.7* 176.2^^^|CoinProp^-16.5* -0.7* 182.2^^^|NormalCar1^-8.7* 0.0* 196.3^^^|CoinProp^0.0* -0.8* 234.0^^^|CoinProp^0.0* -0.8* 240.0^^^|CoinProp^0.0* -0.8* 246.0^^^|CoinProp^0.0* -0.8* 252.0^^^|CoinProp^0.0* -0.8* 258.0^^^|NormalCar10^16.8* 0.0* 307.2^^^|ColorEggProp^-8.6* 0.0* 334.1^^^|CoinProp^-8.9* -0.8* 392.3^^^|CoinProp^-8.9* -0.8* 398.3^^^|CoinProp^-8.9* -0.8* 404.3^^^|CoinProp^-8.9* -0.8* 410.3^^^|CoinProp^-8.9* -0.8* 416.3^^^|CoinBigProp^-8.9* -1.0* 427.3^^^|NormalCar3^0.0* 0.0* 444.6^^^|CoinProp^8.5* -0.7* 460.0^^^|CoinProp^8.5* -0.7* 466.0^^^|CoinProp^8.5* -0.7* 472.0^^^|CoinProp^8.5* -0.7* 478.0^^^|CoinProp^8.5* -0.7* 484.0^^^|NormalCar8^-16.9* 0.0* 508.9^^^|CoinProp^-0.3* -0.8* 530.5^^^|CoinProp^-0.3* -0.8* 536.5^^^|CoinProp^-0.3* -0.8* 542.5^^^|CoinProp^-0.3* -0.8* 548.5^^^|CoinProp^-0.3* -0.8* 554.5^^^|CoinBigProp^-0.3* -1.0* 565.5^^^
2501,,,CoinProp^-17.2* -0.7* 65.1^^^|CoinProp^-17.2* -0.7* 71.1^^^|CoinProp^-17.2* -0.7* 77.1^^^|CoinProp^-17.2* -0.7* 83.1^^^|CoinProp^-17.2* -0.7* 89.1^^^|RandomProp^-16.6* 0.0* 114.4^^^0&0|RandomProp^-8.4* 0.0* 125.5^^^0&0|RandomProp^0.0* 0.0* 135.6^^^0&0|RandomProp^8.3* 0.0* 148.1^^^0&0|RandomProp^16.7* 0.0* 164.1^^^0&0|NormalCar5^17.3* 0.0* 191.1^^^|CoinProp^0.0* -0.8* 203.2^^^|CoinProp^0.0* -0.8* 209.2^^^|CoinProp^0.0* -0.8* 215.2^^^|CoinProp^0.0* -0.8* 221.2^^^|CoinProp^0.0* -0.8* 227.2^^^|CoinBigProp^0.0* -1.0* 238.2^^^|NormalCar1^-8.9* 0.0* 270.6^^^|NormalCar6^8.6* 0.0* 358.6^^^|CoinProp^0.0* -0.7* 402.3^^^|CoinProp^0.0* -0.7* 408.3^^^|CoinProp^0.0* -0.7* 414.3^^^|CoinProp^0.0* -0.7* 420.3^^^|CoinProp^0.0* -0.7* 426.3^^^|NormalCar7^0.2* 0.0* 506.5^^^|CoinProp^-8.8* -0.8* 555.0^^^|CoinProp^-8.8* -0.8* 561.0^^^|NormalCar3^-16.7* 0.0* 562.1^^^|CoinProp^-8.8* -0.8* 567.0^^^|CoinProp^-8.8* -0.8* 573.0^^^|CoinProp^-8.8* -0.8* 579.0^^^|CoinProp^0.0* -0.7* 661.6^^^|CoinProp^0.0* -0.7* 667.6^^^|CoinProp^0.0* -0.7* 673.6^^^|CoinProp^0.0* -0.7* 679.6^^^|CoinProp^0.0* -0.7* 685.6^^^|NormalCar10^0.2* 0.0* 721.4^^^|CoinProp^8.6* -0.7* 753.6^^^|CoinProp^8.6* -0.7* 759.6^^^|CoinProp^8.6* -0.7* 765.6^^^|CoinProp^8.6* -0.7* 771.6^^^|CoinProp^8.6* -0.7* 777.6^^^
2502,,,CoinProp^-8.3* -0.8* 45.6^^^|CoinProp^-8.3* -0.8* 51.6^^^|CoinProp^-8.3* -0.8* 57.6^^^|CoinProp^-8.3* -0.8* 63.6^^^|CoinProp^-8.3* -0.8* 69.6^^^|NormalCar3^-8.6* 0.0* 110.5^^^|ColorEggProp^8.7* 0.0* 172.3^^^|CoinProp^16.8* -0.7* 186.0^^^|CoinProp^16.8* -0.7* 192.0^^^|NormalCar1^0.0* 0.0* 194.5^^^|CoinProp^16.8* -0.7* 198.0^^^|CoinProp^16.8* -0.7* 204.0^^^|CoinProp^16.8* -0.7* 210.0^^^|RandomProp^8.3* 0.0* 249.0^^^0&0|RandomProp^16.6* 0.0* 249.0^^^0&0|RandomProp^-16.7* 0.0* 249.0^^^0&0|RandomProp^-8.7* 0.0* 249.0^^^0&0|RandomProp^0.0* 0.0* 249.0^^^0&0|CoinProp^-16.3* -0.7* 342.0^^^|CoinProp^-16.3* -0.7* 348.0^^^|CoinProp^-16.3* -0.7* 354.0^^^|NormalCar10^-8.3* 0.0* 359.5^^^|CoinProp^-16.3* -0.7* 360.0^^^|CoinProp^-16.3* -0.7* 366.0^^^|NormalCar5^16.8* 0.0* 418.6^^^|CoinProp^8.3* -0.8* 453.7^^^|CoinProp^8.3* -0.8* 459.7^^^|CoinProp^8.3* -0.8* 465.7^^^|CoinProp^8.3* -0.8* 471.7^^^|CoinProp^8.3* -0.8* 477.7^^^|NormalCar7^-8.3* 0.0* 516.5^^^|CoinProp^0.2* -0.8* 526.5^^^|CoinProp^0.2* -0.8* 532.5^^^|CoinProp^0.2* -0.8* 538.5^^^|CoinProp^0.2* -0.8* 544.5^^^|CoinProp^0.2* -0.8* 550.5^^^|NormalCar8^8.7* 0.0* 580.4^^^|CoinProp^-8.8* -0.8* 588.8^^^|CoinProp^-8.8* -0.8* 594.8^^^|CoinProp^-8.8* -0.8* 600.8^^^|CoinProp^-8.8* -0.8* 606.8^^^|CoinProp^-8.8* -0.8* 612.8^^^
2503,,,CoinProp^-8.6* -0.8* 52.8^^^|CoinProp^-8.6* -0.8* 58.8^^^|CoinProp^-8.6* -0.8* 64.8^^^|CoinProp^-8.6* -0.8* 70.8^^^|CoinProp^-8.6* -0.8* 76.8^^^|CoinBigProp^-8.6* -1.0* 87.8^^^|NormalCar1^16.9* 0.0* 130.9^^^|RandomProp^-8.2* 0.0* 167.5^^^0&0|RandomProp^0.0* 0.0* 167.5^^^0&0|RandomProp^8.3* 0.0* 167.5^^^0&0|RandomProp^16.6* 0.0* 167.5^^^0&0|RandomProp^-16.7* 0.0* 167.5^^^0&0|CoinProp^-17.4* -0.7* 197.3^^^|CoinProp^-17.4* -0.7* 203.3^^^|CoinProp^-17.4* -0.7* 209.3^^^|CoinProp^-17.4* -0.7* 215.3^^^|CoinProp^-17.4* -0.7* 221.3^^^|ColorEggProp^-8.4* 0.0* 226.9^^^|NormalCar5^0.0* 0.0* 260.7^^^|CoinProp^8.8* -0.7* 306.6^^^|CoinProp^8.8* -0.7* 312.6^^^|CoinProp^8.8* -0.7* 318.6^^^|CoinProp^8.8* -0.7* 324.6^^^|CoinProp^8.8* -0.7* 330.6^^^|NormalCar6^8.4* 0.0* 403.3^^^|NormalCar3^-16.3* 0.0* 448.6^^^|CoinProp^-8.4* -0.7* 473.4^^^|CoinProp^-8.4* -0.7* 479.4^^^|CoinProp^-8.4* -0.7* 485.4^^^|CoinProp^-8.4* -0.7* 491.4^^^|CoinProp^-8.4* -0.7* 497.4^^^|RandomProp^-16.2* 0.0* 552.3^^^0&0|RandomProp^0.0* 0.0* 552.3^^^0&0|RandomProp^17.1* 0.0* 552.3^^^0&0|NormalCar10^-17.1* 0.0* 605.0^^^|CoinProp^8.3* -0.7* 611.6^^^|CoinProp^8.3* -0.7* 617.6^^^|CoinProp^8.3* -0.7* 623.6^^^|CoinProp^8.3* -0.7* 629.6^^^|CoinProp^8.3* -0.7* 635.6^^^|NormalCar7^8.4* 0.0* 678.3^^^|CoinProp^16.1* -0.8* 683.1^^^|CoinProp^-16.6* -0.7* 684.8^^^|CoinProp^16.1* -0.8* 689.1^^^|CoinProp^-16.6* -0.7* 690.8^^^|CoinProp^16.1* -0.8* 695.1^^^|CoinProp^-16.6* -0.7* 696.8^^^|CoinProp^16.1* -0.8* 701.1^^^|CoinProp^-16.6* -0.7* 702.8^^^|CoinProp^16.1* -0.8* 707.1^^^|CoinProp^-16.6* -0.7* 708.8^^^
2504,,,CoinProp^0.0* -0.7* 45.9^^^|CoinProp^0.0* -0.7* 51.9^^^|CoinProp^0.0* -0.7* 57.9^^^|CoinProp^0.0* -0.7* 63.9^^^|CoinProp^0.0* -0.7* 69.9^^^|NormalCar7^-8.3* 0.0* 107.2^^^|RandomProp^-8.7* 0.0* 142.7^^^0&0|RandomProp^0.0* 0.0* 142.7^^^0&0|RandomProp^8.6* 0.0* 142.7^^^0&0|RandomProp^16.9* 0.0* 142.7^^^0&0|RandomProp^-16.1* 0.0* 142.7^^^0&0|CoinProp^0.0* -0.7* 184.6^^^|CoinProp^0.0* -0.7* 190.6^^^|CoinProp^0.0* -0.7* 196.6^^^|CoinProp^0.0* -0.7* 202.6^^^|CoinProp^0.0* -0.7* 208.6^^^|NormalCar5^0.0* 0.0* 239.3^^^|CoinProp^8.7* -0.7* 291.3^^^|CoinProp^8.7* -0.7* 297.3^^^|CoinProp^8.7* -0.7* 303.3^^^|CoinProp^8.7* -0.7* 309.3^^^|CoinProp^8.7* -0.7* 315.3^^^|NormalCar3^17.1* 0.0* 354.2^^^|NormalCar8^-8.6* 0.0* 416.3^^^|CoinProp^0.0* -0.8* 489.6^^^|CoinProp^0.0* -0.8* 495.6^^^|CoinProp^0.0* -0.8* 501.6^^^|CoinProp^0.0* -0.8* 507.6^^^|CoinProp^0.0* -0.8* 513.6^^^|NormalCar10^-8.6* 0.0* 547.8^^^|RandomProp^8.6* 0.0* 582.6^^^0&0|RandomProp^-8.2* 0.0* 582.6^^^0&0|NormalCar1^17.3* 0.0* 603.6^^^|CoinProp^-16.3* -0.7* 670.0^^^|CoinProp^-16.3* -0.7* 676.0^^^|CoinProp^-16.3* -0.7* 682.0^^^|CoinProp^-16.3* -0.7* 688.0^^^|CoinProp^-16.3* -0.7* 694.0^^^|CoinProp^-8.9* -0.7* 823.4^^^|CoinProp^-8.9* -0.7* 829.4^^^|CoinProp^-8.9* -0.7* 835.4^^^|CoinProp^-8.9* -0.7* 841.4^^^|CoinProp^-8.9* -0.7* 847.4^^^
